case_number,claimant,respondents,status,NO.,YEAR OF INITIATION,SHORT CASE NAME,FULL CASE NAME,APPLICABLE IIA,ARBITRAL RULES,ADMINISTERING INSTITUTION,STATUS/OUTCOME OF ORIGINAL PROCEEDINGS,RESPONDENT STATE,HOME STATE OF INVESTOR,ECONOMIC SECTOR,ECONOMIC SUBSECTOR,SUMMARY OF THE DISPUTE, DETAILS OF INVESTMENT,ARBITRATORS,DECISIONS,INDIVIDUAL OPINIONS DETAILS,AMOUNT CLAIMED (EXPRESSED IN MILLIONS),AMOUNT AWARDED (OR SETTLED FOR) (EXPRESSED IN MILLIONS),IIA BREACHES ALLEGED,IIA BREACHES FOUND,FOLLOW-ON PROCEEDING TYPE,FOLLOW-ON PROCEEDING STATUS,FOLLOW-ON DECISIONS,FOLLOW-ON INDIVIDUAL OPINIONS,ICSID ANNULMENT COMMITTEE MEMBERS,LINK TO ITALAW'S CASE PAGE,LINKS TO BACKGROUND SOURCES
ARB/18/47,Rami Levy and others,Republic of Bulgaria,Pending,292.0,2018.0,Levy and Ramot v. Bulgaria,Rami Levy and Moti Ramot v. Republic of Bulgaria (ICSID Case No. ARB/18/47),Bulgaria - Israel BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Bulgaria,Israel,Tertiary - L - Real estate activities,68 - Real estate activities,"Claims arising out of the Government’s alleged seizure of “Vitosha Village”, a luxury gated community development in a suburb of Sofia in which the claimants had invested. According to the claimants, a local court had wrongfully declared their local company bankrupt due to alleged debt owed to a contractor and ordered the liquidation of the attached property through a court-appointed administrator.","Investments in a real estate project via a locally-incorporated company, Vitosha Resort 2000.","Cremades, B. M. - President; Schill, S. - Claimant; Malintoppi, L. - Respondent",,No decisions recorded,60.00 USD,Data not available,"Direct expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
National treatment",Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/47;
https://globalarbitrationreview.com/article/1178503/what-you-missed-at-icsid;
https://globalarbitrationreview.com/article/1139025/bulgaria-faces-claim-over-bankruptcy-proceeding;
 https://www.iareporter.com/articles/israeli-real-estate-investors-initiate-investment-treaty-arbitration-against-bulgaria/;
https://www.iareporter.com/articles/israelis-lodge-a-notice-of-bit-dispute-accusing-bulgarian-courts-of-assisting-raid-on-assets/"
ARB/18/46,"Westwater Resources, Inc.",Republic of Türkiye,Pending,327.0,2018.0,Westwater Resources v. Turkey,"Westwater Resources, Inc. v. Republic of Turkey (ICSID Case No. ARB/18/46)",Turkey - United States of America BIT (1985),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Türkiye,United States of America,Primary - B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the Government’s revocation of seven exploration and operating licences for the Temrezli and Sefaatli uranium mining projects, allegedly due to the creation of a state monopoly over uranium mining activities in the country.","Licences for the exploration and development of two uranium mines, held by the local subsidiary Adur Madencilik Limited Sireketi.","Binnie, I. - President; Volterra, R. - Claimant; Stern, B. - Respondent",,No decisions recorded,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/7014,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/46;
https://globalarbitrationreview.com/article/1178503/what-you-missed-at-icsid;
 https://globalarbitrationreview.com/article/1178195/new-icsid-claims-against-turkey-guatemala-and-algeria;
https://www.iareporter.com/articles/investor-challenges-turkeys-cancellation-of-licenses-after-state-asserts-monopoly-over-uranium-mining-activites/;
https://www.westwaterresources.net/investors/news-releases/2018/12/13/westwater-files-international-arbitration-request-against-republic-of-turkey"
ARB/18/45,European Solar Farms A/S,Kingdom of Spain,Pending,267.0,2018.0,European Solar Farms v. Spain,European Solar Farms A/S v. Kingdom of Spain (ICSID Case No. ARB/18/45),The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Spain,Denmark,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",Investments in photovoltaic plants.,"Unterhalter, D. - President; Johnson, O. T. - Claimant; Kohen, M. G. - Respondent",,No decisions recorded,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/45;
https://www.iareporter.com/articles/another-danish-renewables-firm-initiates-ect-arbitration-against-spain/;
https://globalarbitrationreview.com/article/1178503/what-you-missed-at-icsid;
https://globalarbitrationreview.com/article/1178464/italy-suffers-first-loss-in-solar-claim;
 https://www.energychartertreaty.org/details/article/european-solar-farms-as-v-spain-icsid-case-no-arb1845/;
 https://cincodias.elpais.com/cincodias/2018/12/25/companias/1545766444_434082.html"
ARB/18/44,SAUR and STEREAU,People’s Democratic Republic of Algeria,Concluded,310.0,2018.0,SAUR and STEREAU v. Algeria,SAUR and STEREAU v. People’s Democratic Republic of Algeria (ICSID Case No. ARB/18/44),Algeria - France BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Algeria,France,"Tertiary - E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply",,,"Malintoppi, L. - President; Alexandrov, S. A. - Claimant; Hafez, K. - Respondent",Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 dated 7 February 2020 ,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/44;
https://www.iareporter.com/articles/french-investor-lodges-investment-treaty-arbitration-against-algeria/;
 https://globalarbitrationreview.com/article/1178195/new-icsid-claims-against-turkey-guatemala-and-algeria"
ARB/18/43,"Daniel W. Kappes and Kappes, Cassiday & Associates",Republic of Guatemala,Pending,285.0,2018.0,Kappes v. Guatemala,"Daniel W. Kappes and Kappes, Cassidy & Associates v. Republic of Guatemala (ICSID Case No. ARB/18/43)",CAFTA - DR (2004),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Guatemala,United States of America,Primary - B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of Guatemalan courts’ suspension of Exmingua’s mining licences for the “El Tambor” project and the company’s right to export minerals, related to amparo actions for alleged failure to conduct consultations with local communities. According to the claimants, the Government has also failed to provide Exmingua with access to the “Santa Margarita” mining site, which was blocked by protesters.","Ownership of Exploraciones Mineras de Guatemala, S.A. (“Exmingua”), which holds a licence to develop and operate the “El Tambor” gold and silver mining project and an exploration licence for the “Santa Margarita” mining project.","Kalicki, J. E. - President; Townsend, J. M. - Claimant; Douglas, Z. - Respondent",Decision on the Respondent's Preliminary Objections dated 13 March 2020 https://www.italaw.com/sites/default/files/case-documents/italaw11389.pdf,Partial Dissenting Opinion of Zachary Douglas (Decision on the Respondent's Preliminary Objections dated 13 March 2020),350.50 USD,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
National treatment;
Indirect expropriation;
Full protection and security, or similar;
Most-favoured nation treatment",Pending,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/6611,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/43;
https://www.iareporter.com/articles/full-details-emerge-of-miners-allegations-of-treaty-breach-dispute-follows-domestic-court-rulings-on-investor-duty-to-consult-local-communities/;
https://www.iareporter.com/articles/cafta-investment-arbitration-filed-against-guatemala/;
 https://globalarbitrationreview.com/article/1178195/new-icsid-claims-against-turkey-guatemala-and-algeria"
ARB/18/42,EBL (Genossenschaft Elektra Baselland) and Tubo Sol PE2 S.L.,Kingdom of Spain,Pending,261.0,2018.0,EBL (Genossenschaft Elektra Baselland) and Tubo Sol PE2 S.L. v. Spain,EBL (Genossenschaft Elektra Baselland) and Tubo Sol PE2 S.L. v. Kingdom of Spain (ICSID Case No. ARB/18/42),The Energy Charter Treaty (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Spain,Switzerland,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,,"Kalicki, J. E. - President; Nilsson, B. G. H. - Claimant; Ruiz Fabri, H. - Respondent",,No decisions recorded,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/42
ARB/18/41,Alexander Nelin,Republic of Cyprus,Concluded,299.0,2018.0,Nelin v. Cyprus,Alexander Nelin v. Republic of Cyprus (ICSID Case No. ARB/18/41),Belarus - Cyprus BIT (1998),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Cyprus,Belarus,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",,,"Butler, W. E. - Claimant; Tanzi, A. M. - Respondent; Sharpe, J. K. - President",,No decisions recorded,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/41;
 https://www.iareporter.com/articles/another-investor-initiates-icsid-arbitration-over-banking-dispute-with-cyprus/;
https://globalarbitrationreview.com/article/1176493/cyprus-faces-icsid-claim-from-belarusian-investor"
ARB/18/40,"Inversiones Continental (Panamá), S.A.",Republic of Honduras,Pending,282.0,2018.0,Inversiones Continental v. Honduras,"Inversiones Continental (Panamá), S.A. v. Republic of Honduras (ICSID Case No. ARB/18/40)",Central America - Panama FTA (2002),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Honduras,Panama,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s seizure and forced liquidation of Banco Continental, S.A., held by the claimant as part of Grupo Continental’s conglomerate, due to alleged connections to money laundering and narcotics trafficking. The Government also allegedly placed other companies in the group’s various industry branches under administration.","Shareholding in Grupo Continental, a large locally-incorporated conglomerate with branches in banking, cattle, meat packing, real estate and cement production.","Vinuesa, R. E. - President; Núñez-Lagos, C. - Claimant; Low, L. A. - Respondent",,No decisions recorded,1000.00 USD,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/40;
 https://www.iareporter.com/articles/panama-based-holding-company-initiates-icsid-arbitration-against-honduras-over-the-alleged-expropriation-of-family-owned-conglomerate/;
 https://globalarbitrationreview.com/article/1176327/prominent-honduran-family-pursues-billion-dollar-icsid-claim"
ARB/18/39,KLS Energy Lanka Sdn. Bhd. and KLS Energy Lanka (Private) Ltd,Democratic Socialist Republic of Sri Lanka,Pending,288.0,2018.0,KLS Energy v. Sri Lanka,KLS Energy Lanka Sdn. Bhd. v. Democratic Socialist Republic of Sri Lanka (ICSID Case No. ARB/18/39),Malaysia - Sri Lanka BIT (1982),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Sri Lanka,Malaysia,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the Government’s cancellation of a wind and solar hybrid power plant project in which the claimant had invested.,Investments in a renewable energy project.,"Baizeau, D. - President; Smouha, J. - Claimant; Thomas, J. C. - Respondent",,No decisions recorded,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/39;
 https://www.iareporter.com/articles/malaysian-renewable-energy-investor-initiates-icsid-arbitration-against-sri-lanka/;
 https://globalarbitrationreview.com/article/1176009/sri-lanka-faces-icsid-claim-over-renewables-project"
ARB/18/38,"Talal Al Awamleh, Arab Telemedia Services LLC and Ain Telemedia Studios LLC",State of Qatar,Concluded,239.0,2018.0,Al Awamleh and others v. Qatar,"Ain Telemedia Studios LLC, Talal Al Awamleh and Arab Telemedia Services LLC v. State of Qatar (ICSID Case No. ARB/18/38)",Jordan - Qatar BIT (2009),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Qatar,Jordan,"Tertiary - J - Information and communication;
Tertiary - J - Information and communication","59 - Motion picture, video and television programme production, sound recording and music publishing activities;
60 - Programming and broadcasting activities","Claims arising out of the Government’s alleged non-payment of the claimants’ services to create television shows. According to the claimants, the Government also subsequently seized the claimants’ assets in the country.",,"Hanefeld, I. - President; Akinci, Z. - Claimant; Stern, B. - Respondent",Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) dated 24 July 2019 ,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/38;
https://www.iareporter.com/articles/qatar-faces-investment-treaty-claim-from-jilted-media-company/;
https://globalarbitrationreview.com/article/1175776/qatar-faces-icsid-claim-over-sci-fi-show;
https://globalarbitrationreview.com/article/1195598/tv-producer-drops-icsid-claim-against-qatar"
ARB/18/37,Oļegs Roščins,Republic of Lithuania,Concluded,307.0,2018.0,Roščins v. Lithuania,Oļegs Roščins v. Republic of Lithuania (ICSID Case No. ARB/18/37),Latvia - Lithuania BIT (1996),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Lithuania,Latvia,Data not available,Data not available,,,"Boo, L. - President; Coutant-Peyre, I. - Claimant; Pawlak, D. - Respondent",Order taking note of the discontinuance of the proceeding dated 5 November 2019 https://www.italaw.com/sites/default/files/case-documents/italaw11092.pdf ,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/7818,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/37;
https://www.iareporter.com/articles/lithuania-hit-with-investment-treaty-arbitration-relating-to-banking-dispute/;
https://globalarbitrationreview.com/article/1175718/lithuania-hit-with-claim-over-bank-collapse"
ARB/18/35,Dirk Herzig as Insolvency Administrator over the Assets of Unionmatex Industrieanlagen GmbH,Turkmenistan,Pending,321.0,2018.0,Unionmatex v. Turkmenistan,Dirk Herzig as Insolvency Administrator over the Assets of Unionmatex Industrieanlagen GmbH v. Turkmenistan (ICSID Case No. ARB/18/35),Germany - Turkmenistan BIT (1997),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Turkmenistan,Germany,Tertiary - F - Construction,41 - Construction of buildings,"Claims arising out of the Government’s alleged interference with the claimant’s construction projects and a state-owned company’s failure to make payments to the claimant, which led to delays and the halting of construction works. A local court subsequently terminated the claimant’s construction contracts, allegedly resulting in the claimant’s insolvency.",Contracts with a state-owned agricultural company for the construction of several grain production facilities and bakeries.,"Voser, N. - Claimant; Sands, P. - Respondent; Reed, L. - President",,No decisions recorded,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/4858,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/35;
https://www.iareporter.com/articles/turkmenistan-update-award-rendered-in-garanti-kozas-bit-arbitration-german-investor-files-a-notice-of-dispute/;
https://www.iareporter.com/articles/as-turkmenistan-faces-a-pair-of-new-investment-treaty-arbitrations-from-german-and-turkish-investors-we-recap-developments-in-other-cases/;
 https://globalarbitrationreview.com/article/1079152/icsid-claim-in-the-oven-against-turkmenistan;
https://globalarbitrationreview.com/article/1175731/turkmenistan-faces-two-new-icsid-claims"
ARB/18/34,SECE İnşaat ve Ticaret A.Ş.,Turkmenistan,Concluded,312.0,2018.0,SECE v. Turkmenistan,SECE İnşaat ve Ticaret A.Ş. v. Turkmenistan (ICSID Case No. ARB/18/34),Turkey - Turkmenistan BIT (1992),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Turkmenistan,Türkiye,Tertiary - F - Construction,41 - Construction of buildings,"Claims arising out of the Government’s termination of construction contracts with the claimant, non-payment of fees and harassment of the claimant’s employees, including by means of travel bans.",Contracts for the construction of residential and government buildings.,"Collins, L. - President; Johnson, O. T. - Claimant; Douglas, Z. - Respondent",Order taking note of the discontinuance of the proceeding for lack of payment of the required advances dated 8 August 2022 ,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/34;
 https://www.iareporter.com/articles/as-turkmenistan-faces-a-pair-of-new-investment-treaty-arbitrations-from-german-and-turkish-investors-we-recap-developments-in-other-cases/;
https://globalarbitrationreview.com/article/1175731/turkmenistan-faces-two-new-icsid-claims"
ARB/18/33,"GBM Global, S.A. de C.V., Fondo de Inversión de Renta Variable and others",Kingdom of Spain,Concluded,275.0,2018.0,GBM Global and others v. Spain,"Elías Abadi Cherem, Jaime Abadi Cherem, Abraham Abadi Tawil and others v. Kingdom of Spain (ICSID Case No. ARB/18/33)",Mexico - Spain BIT (2006),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Spain,Mexico,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s withdrawal of significant amounts of deposits from Banco Popular. The authorities allegedly refused to provide financial support during the Bank’s ensuing liquidity crisis in 2017, which led to the Bank’s forced resolution and sale to a Spanish bank – the sole bidder in the auction – for one euro.","Shareholding and bondholding in Banco Popular Español, S.A., one of Spain’s largest banks.",Tribunal not constituted,Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 dated 27 June 2019 ,,470.00 EUR (543.20 USD),Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Most-favoured nation treatment;
National treatment;
Direct expropriation;
Indirect expropriation",Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/6821,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/33;
https://www.italaw.com/sites/default/files/case-documents/italaw9932.pdf;
 https://www.iareporter.com/articles/twin-arbitrations-started-against-spain-in-wake-of-banco-populars-resolution/;
https://globalarbitrationreview.com/article/1173497/spain-faces-two-new-claims-over-bank-restructuring;
https://www.iareporter.com/articles/twin-arbitrations-against-spain-arising-from-banco-populars-liquidation-are-merged-before-kaufman-kohler-chaired-uncitral-tribunal/"
ARB/18/32,AS Windoor,Republic of Kazakhstan,Pending,328.0,2018.0,Windoor v. Kazakhstan,AS Windoor v. Republic of Kazakhstan (ICSID Case No. ARB/18/32),Estonia - Kazakhstan BIT (2011),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Kazakhstan,Estonia,Tertiary - F - Construction,41 - Construction of buildings,"Claims arising out of the Government’s alleged failure to enforce payment of a guarantee issued by state-owned company “Diplomat Stroi Servis” for a real estate project involving the claimant and a local company. Allegedly, the local company had failed to make payments due under the construction contract and the claimant was unable to collect the guarantee, despite having obtained an SCC arbitration award against “Diplomat Stroi Servis” to cover the debt.","Contract with a local company, “Baltiiski Dom”, to design, manufacture, supply and install glass-aluminium structures for the construction of a façade of a business and conference center in Astana.","Schill, S. - Claimant; Stern, B. - Respondent; Simma, B. - President",,No decisions recorded,23.00 EUR (26.70 USD),Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/4952,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/32;
 https://www.iareporter.com/articles/estonian-investor-puts-kazakhstan-on-notice-of-bit-breach-but-also-fights-rear-guard-action-against-projects-insurer-who-has-declined-to-pay-out-due-to-investors-conduct/;
 https://www.iareporter.com/articles/central-asia-round-up-new-developments-related-to-investor-claims-against-kazakhstan-and-kyrgyzstan/;
 https://globalarbitrationreview.com/article/1175152/kazakhstan-faces-icsid-claim-in-wake-of-scc-ruling"
ARB/18/31,International Holding Project Group and others,Arab Republic of Egypt,Pending,280.0,2018.0,International Holding Project Group and others v. Egypt,"Abd-El-Aziz Saleh Esmail Abdallah Al-Rashed, Awrad International Holding, International Holding Project Group and others v. Arab Republic of Egypt (ICSID Case No. ARB/18/31)",Egypt - Kuwait BIT (2001),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Egypt,Kuwait,Tertiary - F - Construction,41 - Construction of buildings,,,"Tercier, P. - President; Gotanda, J. Y. - Claimant; von Wobeser, C. - Respondent",,No decisions recorded,15000.00 USD,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/31;
 https://www.iareporter.com/articles/kuwaitis-mount-multi-billion-dollar-investment-arbitration-against-egypt;
https://globalarbitrationreview.com/article/1174598/egypt-faces-claim-over-abandoned-new-city"
ARB/18/30,Alverley Investments Limited and Germen Properties Ltd,Romania,Concluded,245.0,2018.0,Alverley and Germen v. Romania,Alverley Investments Limited and Germen Properties Ltd v. Romania (ICSID Case No. ARB/18/30),Cyprus - Romania BIT (1991),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Romania,Cyprus,Tertiary - F - Construction,41 - Construction of buildings,"Claims arising out of the Government’s alleged sequestration order placed on a land plot used by Băneasa Investments SA for commercial real estate development, and subsequent proceedings to seize the land relating to corruption charges.","Indirect investments in Băneasa Investments SA, a joint venture to develop a shopping mall as well as commercial and residential buildings in Bucharest.","Hanotiau, B. - Claimant; Mayer, P. - Respondent; Greenwood, C. - President","Decision on Preliminary Objections pursuant to ICSID Arbitration Rule 41(5) dated 1 August 2019 ;
Award dated 16 March 2022 https://www.italaw.com/sites/default/files/case-documents/italaw170708.pdf",,200.00 USD,Data not available,Indirect expropriation,None - jurisdiction declined,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/9878,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/30;
https://www.iareporter.com/articles/romania-faces-new-intra-eu-bit-claim-brought-by-cypriot-companies/;
 https://globalarbitrationreview.com/article/1173505/romania-faces-claim-over-land-lost-during-anti-corruption-drive;
https://www.iareporter.com/articles/analysis-icsid-tribunal-in-alverley-v-romania-denies-jurisdiction-based-on-abuse-of-process-and-failure-to-meet-real-seat-requirement/;
https://globalarbitrationreview.com/article/romania-knocks-out-icsid-claim-over-real-estate-project;
https://web.archive.org/web/20221216130255/https://mfinante.gov.ro/ro/despre-minister/-/asset_publisher/uwgr/content/rom-c3-a2nia-a-c-c3-a2-c8-99tigat-procesul-c3-aen-cauza-alverley-investments-limited-and-germen-properties-ltd-investitorii-proiectului-imobiliar-b-c4-83neasa_ro?"
ARB/18/29,The Carlyle Group L.P. and others,Kingdom of Morocco,Concluded,318.0,2018.0,The Carlyle Group and others v. Morocco,"Carlyle Commodity Management L.L.C., Carlyle Investment Management L.L.C., Celadon Commodities Fund LP and others v. Kingdom of Morocco (ICSID Case No. ARB/18/29)",Morocco - United States FTA (2004),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Settled,Morocco,United States of America,Secondary - C - Manufacturing,19 - Manufacture of coke and refined petroleum products,"Claims arising out of the Government’s alleged seizure of petroleum products stored at the oil refinery Société Anonyme Marocaine de l'Industrie du Raffinage (SAMIR), including oil owned by the claimants. The Government halted production at the plant and placed it under judicial liquidation controlled by trustees, allegedly due to the refinery’s financial difficulties and tax debt.",,"Grigera Naón, H. A. - Claimant; Wordsworth, S. - Respondent; Fernández-Armesto, J. - President",Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) dated 14 September 2022 ,,400.00 USD,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,https://www.italaw.com/cases/7648,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/29;
 https://www.iareporter.com/articles/after-encountering-obstacles-in-local-court-and-under-insurance-policy-carlyle-group-makes-good-on-threat-to-sue-morocco-under-us-free-trade-agreement/;
 https://www.iareporter.com/articles/us-private-equity-fund-puts-morocco-on-notice-of-investment-claim-under-free-trade-agreement/;
https://globalarbitrationreview.com/article/1173457/morocco-hit-with-second-icsid-claim-over-bankrupt-refinery;
https://www.iareporter.com/articles/oil-and-gas-storage-arbitration-against-morocco-is-discontinued/"
ARB/18/28,Rasia FZE and Joseph K. Borkowski,Republic of Armenia,Pending,251.0,2018.0,Borkowski and Rasia FZE v. Armenia,Joseph K. Borkowski and Rasia FZE v. Republic of Armenia (ICSID Case No. ARB/18/28),Armenia - United States of America BIT (1992),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Armenia,"United States of America;
United Arab Emirates","Tertiary - H - Transportation and storage;
Tertiary - F - Construction","49 - Land transport and transport via pipelines;
42 - Civil engineering",Claims arising out of the Government’s alleged breach of concession contracts granted to the claimants by turning to other companies for the implementation of the infrastructure projects.,Concessions to construct and operate railway and highway routes.,"Beechey, J. - Claimant; Thomas, J. C. - Respondent; Kalicki, J. E. - President",,No decisions recorded,150.00 USD,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/28;
 https://globalarbitrationreview.com/article/1173033/armenia-hit-with-icsid-claim-over-major-north-south-transport-plan;
 https://www.iareporter.com/articles/armenia-faces-a-new-icsid-claim-brought-by-uae-and-usa-investors-in-railway-venture/"
ARB/18/27,Sociedad Aeroportuaria Kuntur Wasi S.A. and Corporación América S.A.,Republic of Peru,Pending,256.0,2018.0,Corporación América and Kuntur Wasi v. Peru,Corporación América S.A. and Sociedad Aeroportuaria Kuntur Wasi S.A. v. Republic of Peru (ICSID Case No. ARB/18/27),Argentina - Peru BIT (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Peru,Argentina,"Tertiary - F - Construction;
Tertiary - H - Transportation and storage","41 - Construction of buildings;
52 - Warehousing and support activities for transportation","Claims arising out of Peru’s cancellation of a contract to design, build and operate a new airport.","40-year concession contract for the construction and operation of an airport at Chinchero, a town in South-East Peru.","Low, L. A. - President; Verhoosel, G. - Claimant (replaced); Nunes Pinto, J. E. - Respondent; Barros Bourie, E. - Claimant",,No decisions recorded,Data not available,Data not available,Data not available,Pending,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/18/27;
https://www.iareporter.com/articles/peru-sees-two-new-claims-at-icsid/ ;
https://www.iareporter.com/articles/peru-to-face-new-arbitration-over-airport-concession/ ;
https://elcomercio.pe/economia/peru/kuntur-wasi-inicia-arbitraje-peru-chinchero-noticia-530134;
 https://globalarbitrationreview.com/article/1171067/airport-concessionaire-brings-claim-against-peru "
